# Rime user dictionary
#@/db_name	luna_pinyin
#@/db_type	userdb
#@/rime_version	1.11.2
#@/tick	2043
#@/user_id	Home-PC
a 	啊	c=0 d=0.000171216 t=2043
mei gai 	沒改	c=1 d=0.144424 t=2043
mei guan xi 	沒關係	c=0 d=0.000755912 t=2043
mei guan xi ba 	沒關係吧	c=1 d=0.00759701 t=2043
mei kan dong 	沒看懂	c=1 d=0.0065062 t=2043
mei li you 	沒理由	c=1 d=0.00139481 t=2043
mei nv 	美女	c=0 d=4.91812e-06 t=2043
mei wen ti 	沒問題	c=1 d=0.402524 t=2043
mei yi ge 	每一個	c=1 d=0.0776922 t=2043
mei yi tiao 	每一條	c=1 d=0.118245 t=2043
mei yo pu 	沒喲普	c=1 d=0.00222055 t=2043
mei you 	沒有	c=14 d=0.856528 t=2043
mei you zuo 	沒有做	c=1 d=0.00318278 t=2043
mei zhu ce 	沒註冊	c=1 d=0.0800583 t=2043
miao 	秒	c=1 d=0.612626 t=2043
mie you 	咩有	c=1 d=0.00225411 t=2043
ming cheng 	名稱	c=1 d=0.000315927 t=2043
ming ling 	命令	c=2 d=0.00150523 t=2043
mo 	膜	c=1 d=0.000455097 t=2043
mo ren 	默認	c=2 d=0.00108692 t=2043
mo shi 	模式	c=1 d=7.96886e-05 t=2043
mou 	某	c=0 d=0.00490458 t=2043
mou ge 	某個	c=2 d=0.00016504 t=2043
mou yi hang 	某一行	c=1 d=0.0492917 t=2043
mu biao di zhi 	目標地址	c=1 d=0.00509243 t=2043
mu lu 	目錄	c=0 d=0.000124328 t=2043
na 	吶	c=2 d=0.928672 t=2043
na 	那	c=1 d=0.0157176 t=2043
na ge 	那個	c=3 d=0.976723 t=2043
na li 	那裏	c=1 d=0.0175097 t=2043
na yi 	那一	c=0 d=0.00944202 t=2043
na yi hui 	那一會	c=1 d=0.0948935 t=2043
nan guai 	難怪	c=1 d=0.0086517 t=2043
ne 	呢	c=2 d=0.882497 t=2043
ne ge 	呢個	c=0 d=0.0390628 t=2043
nei 	內	c=2 d=0.566951 t=2043
nei bu 	內部	c=3 d=0.800737 t=2043
nei cu yong neng 	內簇擁能	c=1 d=0.275271 t=2043
nei cun 	內存	c=13 d=2.94417 t=2043
nei cun de 	內存的	c=1 d=0.25284 t=2043
neng 	能	c=3 d=0.258141 t=2043
neng bu neng 	能不能	c=1 d=0.0303487 t=2043
ni 	你	c=4 d=1.01078 t=2043
ni chong qi 	你重啓	c=2 d=0.147563 t=2043
ni chong xin 	你重新	c=1 d=0.551563 t=2043
ni huan ge 	你換個	c=1 d=0.70822 t=2043
ni jue de 	你覺得	c=0 d=0.000104891 t=2043
ni jue de ne 	你覺得呢	c=1 d=0.00105417 t=2043
ni kan 	你看	c=1 d=0.153984 t=2043
ni kan qing chu 	你看清楚	c=1 d=0.00631391 t=2043
ni ma 	你媽	c=1 d=0.104874 t=2043
ni mei ci 	你每次	c=1 d=0.00606634 t=2043
ni men 	你們	c=0 d=0.0826959 t=2043
ni neng 	你能	c=1 d=0.00018046 t=2043
ni shi 	你是	c=4 d=0.0118428 t=2043
ni wen 	你問	c=0 d=0.00575558 t=2043
ni wen xia 	你問下	c=1 d=0.0578443 t=2043
ni xian zai shi 	你現在是	c=1 d=0.0124629 t=2043
ni you kong 	你有空	c=1 d=0.955997 t=2043
ni zai 	你在	c=1 d=0.0833256 t=2043
nian 	年	c=5 d=0.0818181 t=2043
niu a 	牛啊	c=1 d=0.0194482 t=2043
nong ge 	弄個	c=1 d=0.0275983 t=2043
ou wen 	歐文	c=1 d=0.00373503 t=2043
pa 	怕	c=1 d=0.0106734 t=2043
pan duan 	判斷	c=5 d=0.00115682 t=2043
pang 	胖	c=1 d=0.000157671 t=2043
pei 	陪	c=1 d=0.00394621 t=2043
pei zhi 	配置	c=4 d=0.0100471 t=2043
pian yi 	偏移	c=1 d=0.878095 t=2043
pin yin 	拼音	c=3 d=1.82789 t=2043
ping shi 	平時	c=1 d=0.000808767 t=2043
ping tai 	平臺	c=23 d=1.75497 t=2043
ping tai ma 	平臺嗎	c=1 d=0.00909528 t=2043
qi shi 	起始	c=2 d=0.0877009 t=2043
qie huan 	切換	c=3 d=0.00583559 t=2043
qie huan tong dao 	切換通道	c=1 d=0.00408677 t=2043
qing chu 	清楚	c=0 d=0.000628242 t=2043
qing gao su wo 	請告訴我	c=1 d=0.000111109 t=2043
qing kong 	清空	c=2 d=0.00692967 t=2043
qing qiu 	請求	c=3 d=0.00108609 t=2043
qu bie 	區別	c=1 d=0.00843808 t=2043
qu diao 	去掉	c=1 d=0.00458484 t=2043
qu fen 	區分	c=3 d=0.00994009 t=2043
qu xiao 	取消	c=1 d=0.000765486 t=2043
qu zhi 	取值	c=1 d=0.814647 t=2043
quan bu 	全部	c=3 d=0.00291449 t=2043
quan bu dou yao 	全部都要	c=1 d=0.00951391 t=2043
quan ju 	全局	c=2 d=0.463045 t=2043
que 	卻	c=1 d=0.000547581 t=2043
ran hou 	然後	c=2 d=0.152016 t=2043
rang 	讓	c=1 d=0.00557201 t=2043
re ai 	熱愛	c=0 d=1.69103e-05 t=2043
ri 	日	c=0 d=0.0017953 t=2043
ri zhi 	日誌	c=2 d=0.128655 t=2043
rong yi 	容易	c=2 d=0.000956043 t=2043
ru guo 	如果	c=12 d=0.65504 t=2043
ru he 	如何	c=15 d=0.923116 t=2043
ru he zuo 	如何做	c=0 d=7.54089e-05 t=2043
ru xia 	如下	c=1 d=0.000103597 t=2043
ruan jian 	軟件	c=1 d=0.172907 t=2043
san jiao 	三角	c=1 d=0.0488012 t=2043
san shi sui 	三十歲	c=1 d=0.83527 t=2043
san yi 	三一	c=5 d=0.205796 t=2043
sha 	啥	c=2 d=0.21616 t=2043
sha yi si 	啥意思	c=1 d=0.00729913 t=2043
shan 	山	c=1 d=0.980199 t=2043
shang 	上	c=4 d=0.245397 t=2043
shang chuan 	上傳	c=3 d=1.22008 t=2043
shang xia 	上下	c=1 d=0.00134011 t=2043
shang xian 	上線	c=8 d=0.399469 t=2043
shang yi ge 	上一個	c=1 d=0.0816756 t=2043
shao kao 	燒烤	c=1 d=0.000154549 t=2043
shao le 	少了	c=1 d=0.0884781 t=2043
she ding 	設定	c=1 d=0.927743 t=2043
she zhi 	設置	c=5 d=0.865022 t=2043
shen me 	什麼	c=10 d=1.19178 t=2043
shen me ma 	什麼嗎	c=1 d=0.13068 t=2043
shen me shi hou 	什麼時候	c=1 d=0.000833397 t=2043
shen me ye 	什麼也	c=0 d=2.62568e-05 t=2043
shen me ye bu zuo 	什麼也不做	c=1 d=0.000263884 t=2043
shen ru 	深入	c=2 d=0.000815622 t=2043
sheng ji 	升級	c=2 d=0.194289 t=2043
sheng le 	升了	c=1 d=0.0158434 t=2043
sheng ming 	生命	c=3 d=0.821096 t=2043
sheng ming 	聲明	c=6 d=2.02795 t=2043
sheng ming zhou qi 	生命週期	c=1 d=0.219808 t=2043
sheng sheng shi shi 	生生世世	c=0 d=0.0985112 t=2043
sheng yin 	聲音	c=3 d=0.0090518 t=2043
shi 	是	c=33 d=3.08451 t=2043
shi 	時	c=2 d=0.252156 t=2043
shi bai 	失敗	c=5 d=0.127941 t=2043
shi duo shao 	是多少	c=1 d=0.00628242 t=2043
shi fang 	釋放	c=3 d=0.809106 t=2043
shi fou 	是否	c=5 d=0.0236509 t=2043
shi hou 	時候	c=8 d=1.35602 t=2043
shi jia 	試駕	c=0 d=0.00020396 t=2043
shi jia ni 	試駕你	c=1 d=0.00204983 t=2043
shi jian 	事件	c=1 d=0.000247277 t=2043
shi jian 	時間	c=4 d=0.540367 t=2043
shi jian chuo 	時間戳	c=5 d=0.000365497 t=2043
shi jin 	使勁	c=1 d=0.000792752 t=2043
shi lai 	十來	c=1 d=0.609571 t=2043
shi ling 	失靈	c=1 d=0.0178634 t=2043
shi liu jin zhi 	十六進制	c=1 d=0.00597602 t=2043
shi pei 	適配	c=2 d=0.409095 t=2043
shi pin 	視頻	c=8 d=0.0330592 t=2043
shi qing 	事情	c=1 d=0.000100535 t=2043
shi ren 	使人	c=1 d=0.000156102 t=2043
shi sha 	是啥	c=1 d=0.0149208 t=2043
shi shen 	食神	c=0 d=0.00397558 t=2043
shi shen me 	是什麼	c=15 d=2.2833 t=2043
shi shen ni men 	食神你們	c=1 d=0.0399551 t=2043
shi shi 	實時	c=6 d=0.0171546 t=2043
shi shi 	試試	c=2 d=1.37095 t=2043
shi shi ne ma 	實時呢嗎	c=1 d=0.000916453 t=2043
shi shi shang 	事實上	c=1 d=0.000287295 t=2043
shi shi sheng sheng shi shi 	試試生生世世	c=1 d=0.99005 t=2043
shi wei shu 	十位數	c=0 d=0.0826959 t=2043
shi wei shu ni men 	十位數你們	c=1 d=0.831104 t=2043
shi wo men 	使我們	c=1 d=0.0590129 t=2043
shi xian 	實現	c=1 d=8.72995e-05 t=2043
shi xian fang shi 	實現方式	c=1 d=8.65317e-05 t=2043
shi xu yao 	是需要	c=1 d=0.000204488 t=2043
shi yi xia 	試一下	c=3 d=1.06275 t=2043
shi yi xia zhe ge 	試一下這個	c=1 d=0.142987 t=2043
shi yong 	使用	c=6 d=0.197887 t=2043
shi zhe ge 	是這個	c=2 d=0.0643273 t=2043
shi zhe yang zi 	是這樣子	c=1 d=0.00010622 t=2043
shi zhi 	是指	c=0 d=1.48489e-05 t=2043
shi zhi shen me 	是指什麼	c=1 d=0.000149233 t=2043
shou bu dao 	收不到	c=1 d=0.408608 t=2043
shou ji 	手機	c=1 d=0.000452827 t=2043
shou ji hao 	手機號	c=1 d=0.444858 t=2043
shu ji 	書籍	c=1 d=0.0332068 t=2043
shu ju 	數據	c=11 d=1.48126 t=2043
shu ju ge shi 	數據格式	c=1 d=0.169483 t=2043
shu ju jie gou 	數據結構	c=2 d=0.0665851 t=2043
shu ju lei xing 	數據類型	c=3 d=1.08424 t=2043
shu ju ti 	數據體	c=1 d=0.491644 t=2043
shu ru 	輸入	c=2 d=0.0385668 t=2043
shu ru fa 	輸入法	c=3 d=1.87416 t=2043
shu xing 	屬性	c=3 d=0.0537885 t=2043
shu zu 	數組	c=1 d=7.98788e-05 t=2043
shua 	刷	c=1 d=0.0338776 t=2043
shuang tui 	雙腿	c=2 d=0.00156581 t=2043
shun xu 	順序	c=1 d=5.30116e-05 t=2043
shuo 	說	c=2 d=0.0172088 t=2043
shuo ming 	說明	c=1 d=0.000281709 t=2043
shuo ming fu 	說明符	c=1 d=0.00012909 t=2043
shuo ne 	說呢	c=0 d=1.53298e-05 t=2043
shuo ne mei nv 	說呢美女	c=1 d=4.94277e-05 t=2043
si ge 	四個	c=1 d=8.78394e-05 t=2043
si hua 	四化	c=1 d=4.70171e-05 t=2043
si hua 	絲滑	c=1 d=4.72527e-05 t=2043
si lu 	四路	c=4 d=0.000693482 t=2043
si yuan 	思源	c=1 d=0.00144449 t=2043
song dao 	送到	c=0 d=5.82947e-06 t=2043
song dao ji ou 	送到奇偶	c=1 d=5.85869e-05 t=2043
sou suo 	搜索	c=1 d=0.00131358 t=2043
suan fa 	算法	c=1 d=0.0330412 t=2043
ta 	它	c=2 d=0.577629 t=2043
ta men 	他們	c=2 d=0.0113908 t=2043
ta men 	它們	c=1 d=0.247833 t=2043
tai man 	太慢	c=1 d=0.634448 t=2043
tan shui 	碳水	c=2 d=0.00029259 t=2043
te se 	特色	c=1 d=9.90387e-05 t=2043
ti 	體	c=1 d=0.0544936 t=2043
tiao 	跳	c=1 d=0.00134683 t=2043
tiao shi 	調試	c=1 d=0.0893673 t=2043
ting bu dao 	聽不到	c=1 d=0.00186406 t=2043
ting duo 	挺多	c=1 d=0.0281559 t=2043
ting hao 	挺好	c=1 d=0.00104891 t=2043
ting zhi 	停止	c=2 d=0.000395388 t=2043
tong 	同	c=0 d=0.0794534 t=2043
tong bu 	同步	c=2 d=0.00404032 t=2043
tong bu fa song 	同步發送	c=1 d=6.50731e-05 t=2043
tong dao 	通道	c=7 d=0.0153122 t=2043
tong guo 	通過	c=1 d=0.0045652 t=2043
tong guo dao 	通過到	c=1 d=8.82797e-05 t=2043
tong xin 	通信	c=1 d=0.0363841 t=2043
tong xin zhong duan 	通信終端	c=1 d=0.133989 t=2043
tong yi ge 	同一個	c=2 d=0.0178764 t=2043
tong yong 	通用	c=2 d=0.847823 t=2043
tong zhi 	通知	c=1 d=0.000357992 t=2043
tou 	頭	c=4 d=0.514318 t=2043
tou wen jian 	頭文件	c=1 d=0.1764 t=2043
tu xing 	圖形	c=1 d=0.000297529 t=2043
tui chu 	推出	c=1 d=0.000415927 t=2043
tui chu 	退出	c=2 d=0.571632 t=2043
tui jian 	推薦	c=1 d=0.0333733 t=2043
tui liu 	推流	c=17 d=0.0450189 t=2043
tui song 	推送	c=2 d=0.000257917 t=2043
wan 	玩	c=0 d=7.33697e-06 t=2043
wan le 	完了	c=0 d=0.00281559 t=2043
wan zheng 	完整	c=1 d=0.425283 t=2043
wan zhi nen 	玩稚嫩	c=1 d=7.37374e-05 t=2043
wang luo 	網絡	c=1 d=0.151829 t=2043
wang qian 	往前	c=1 d=5.32773e-05 t=2043
wang su 	網速	c=1 d=0.628135 t=2043
wang ye 	網頁	c=1 d=0.67368 t=2043
wang zhan 	網站	c=2 d=0.611682 t=2043
wei 	尾	c=0 d=5.67086e-05 t=2043
wei 	爲	c=3 d=0.76783 t=2043
wei hu 	維護	c=0 d=1.04117e-05 t=2043
wei hu shuo ne 	維護說呢	c=1 d=0.000104638 t=2043
wei shang 	未上	c=0 d=0.00178634 t=2043
wei shang xian 	未上線	c=1 d=0.017953 t=2043
wei shen 	爲什	c=1 d=0.847894 t=2043
wei shen me 	爲什麼	c=9 d=0.843665 t=2043
wei wei 	微微	c=1 d=0.00207201 t=2043
wei xing 	衛星	c=0 d=0.00173355 t=2043
wei xing da sha 	衛星大廈	c=1 d=0.0174224 t=2043
wen dang 	文檔	c=1 d=0.00100779 t=2043
wen jian 	文件	c=5 d=0.0300698 t=2043
wen jian jia 	文件夾	c=1 d=0.00118265 t=2043
wen ti 	問題	c=16 d=0.647171 t=2043
wen ti ri 	問題日	c=1 d=0.018043 t=2043
wen wen 	問問	c=1 d=0.00138093 t=2043
wo 	我	c=9 d=0.829565 t=2043
wo bu ming bai 	我不明白	c=1 d=0.000104117 t=2043
wo fa 	我發	c=1 d=0.644036 t=2043
wo gai 	我該	c=1 d=0.00450254 t=2043
wo gai ru he zuo 	我該如何做	c=1 d=0.000757869 t=2043
wo hai 	我還	c=0 d=0.057695 t=2043
wo hai yi wei 	我還以爲	c=1 d=0.579842 t=2043
wo jue de 	我覺得	c=1 d=0.00104522 t=2043
wo kan 	我看	c=1 d=0.00817952 t=2043
wo kan xia 	我看下	c=1 d=0.00848038 t=2043
wo men 	我們	c=5 d=0.155235 t=2043
wo tong guo 	我通過	c=1 d=0.000626727 t=2043
wo xia mian zhe duan dai ma 	我下面這段代碼	c=1 d=0.000162473 t=2043
wo yao 	我要	c=1 d=0.0129715 t=2043
wo yong 	我用	c=1 d=0.666977 t=2043
wo zai 	我在	c=2 d=0.198042 t=2043
wo zhe shi 	我這是	c=1 d=0.0483156 t=2043
wo zui hou 	我最後	c=1 d=0.00634556 t=2043
wu 	鶩	c=0 d=9.51553e-06 t=2043
wu fa 	無法	c=1 d=0.0190631 t=2043
wu fen zhong 	五分鐘	c=1 d=0.000430743 t=2043
wu song 	霧凇	c=1 d=0.980199 t=2043
wu wei 	五位	c=1 d=0.00663763 t=2043
wu wu wu 	嗚嗚嗚	c=0 d=0.000189223 t=2043
xi ai 	喜愛	c=1 d=0.12307 t=2043
xi tong 	系統	c=1 d=0.000300519 t=2043
xia 	下	c=2 d=0.631258 t=2043
xia fa 	下發	c=7 d=0.879323 t=2043
xia fa dai ma 	下發代碼	c=1 d=9.80532e-05 t=2043
xia fa le 	下發了	c=1 d=0.130029 t=2043
xia hao 	下好	c=2 d=1.33965 t=2043
xia mian 	下面	c=0 d=1.61662e-05 t=2043
xia zai 	下載	c=2 d=0.728103 t=2043
xian 	先	c=2 d=0.040197 t=2043
xian 	線	c=0 d=0.00178634 t=2043
xian bu guan 	先不管	c=1 d=0.159614 t=2043
xian ru 	陷入	c=1 d=0.000159256 t=2043
xian shi 	顯示	c=3 d=0.308018 t=2043
xian zai 	現在	c=7 d=0.778155 t=2043
xian zai shi 	現在是	c=0 d=0.00124007 t=2043
xian zhi 	限制	c=2 d=0.525132 t=2043
xiang cha 	相差	c=1 d=0.00042433 t=2043
xiang deng 	相等	c=1 d=0.000110555 t=2043
xiang guan 	相關	c=1 d=0.00400585 t=2043
xiang mu 	項目	c=1 d=0.00109172 t=2043
xiao 	小	c=1 d=0.0018734 t=2043
xiao shi 	消失	c=2 d=0.451851 t=2043
xiao xi 	消息	c=10 d=2.02613 t=2043
xiao xi ti 	消息體	c=3 d=1.0763 t=2043
xiao xi tou 	消息頭	c=4 d=0.923496 t=2043
xie 	寫	c=2 d=0.923292 t=2043
xie yi 	協議	c=19 d=1.61773 t=2043
xie zai 	寫在	c=1 d=0.00100276 t=2043
xin hao 	信號	c=1 d=0.154124 t=2043
xin jian 	新建	c=1 d=0.0495388 t=2043
xin xi 	信息	c=1 d=5.43536e-05 t=2043
xing 	性	c=1 d=5.19619e-05 t=2043
xing shi 	形式	c=1 d=0.190139 t=2043
xiu ga 	修噶	c=1 d=0.000493001 t=2043
xiu gai 	修改	c=14 d=2.90703 t=2043
xiu gai cheng 	修改成	c=1 d=0.000746586 t=2043
xu hao 	序號	c=2 d=0.0030644 t=2043
xu lie hao 	序列號	c=3 d=0.000199887 t=2043
xu yao 	需要	c=8 d=0.533246 t=2043
xue xi 	學習	c=1 d=0.000898306 t=2043
xun huan 	循環	c=1 d=0.000160054 t=2043
ya 	呀	c=3 d=0.524509 t=2043
ya suo bao 	壓縮包	c=1 d=0.600496 t=2043
yan shi 	延時	c=1 d=0.000261259 t=2043
yan zheng 	驗證	c=1 d=5.14449e-05 t=2043
yang 	樣	c=1 d=0.000448321 t=2043
yang shi 	樣式	c=2 d=0.00727743 t=2043
yao 	要	c=2 d=0.190652 t=2043
yao bu 	要不	c=1 d=0.0274607 t=2043
yao bu yao 	要不要	c=1 d=0.024972 t=2043
yao chi 	要喫	c=1 d=0.000143382 t=2043
yao gai 	要改	c=1 d=0.044824 t=2043
yao qiu 	要求	c=1 d=0.120032 t=2043
yao zuo 	要做	c=1 d=0.00326335 t=2043
ye 	也	c=2 d=1.01792 t=2043
ye bu yi yang 	也不一樣	c=1 d=0.0871609 t=2043
ye yao gai 	也要改	c=1 d=0.170333 t=2043
yi 	一	c=1 d=0.000788798 t=2043
yi 	以	c=3 d=1.07687 t=2043
yi bai duo 	一百多	c=1 d=0.66365 t=2043
yi ban 	一般	c=1 d=7.30037e-05 t=2043
yi ci 	一次	c=1 d=0.540641 t=2043
yi fen 	一份	c=3 d=0.021673 t=2043
yi ge 	一個	c=10 d=0.875395 t=2043
yi ge yi ge 	一個一個	c=1 d=0.090718 t=2043
yi hang 	一行	c=1 d=0.00544399 t=2043
yi jing 	已經	c=2 d=0.025688 t=2043
yi jiu shi 	依舊是	c=1 d=0.00263203 t=2043
yi kuan 	一款	c=2 d=0.00372597 t=2043
yi lu 	一路	c=3 d=0.000633196 t=2043
yi miao 	一秒	c=1 d=0.677057 t=2043
yi si 	意思	c=1 d=0.000147748 t=2043
yi tian 	一天	c=2 d=0.000274149 t=2043
yi wei 	以爲	c=0 d=0.057695 t=2043
yi xi 	依稀	c=1 d=0.0372538 t=2043
yi xia 	一下	c=8 d=0.940037 t=2043
yi xian ai 	胰腺癌	c=0 d=0.000145901 t=2043
yi xie 	一些	c=1 d=0.0247235 t=2043
yi yang 	一樣	c=3 d=0.0811949 t=2043
yi zhen 	一幀	c=2 d=0.00320312 t=2043
yin pin 	音頻	c=26 d=0.137461 t=2043
yin pin liu 	音頻流	c=1 d=5.91757e-05 t=2043
yin shi pin 	音視頻	c=7 d=0.00183502 t=2043
yin shi pin liu 	音視頻流	c=1 d=0.000349153 t=2043
yin wei 	因爲	c=3 d=0.449443 t=2043
yin yong 	引用	c=3 d=1.40926 t=2043
ying da 	應答	c=9 d=1.75934 t=2043
ying gai 	應該	c=8 d=3.10436 t=2043
ying yong 	應用	c=3 d=0.446434 t=2043
ying yong cheng xu 	應用程序	c=1 d=0.268474 t=2043
yong 	用	c=3 d=0.840637 t=2043
yong bu liao 	用不了	c=2 d=0.0324469 t=2043
yong hu 	用戶	c=0 d=0.000509205 t=2043
yong hu mu lu 	用戶目錄	c=1 d=0.00124951 t=2043
yong hu wen jian 	用戶文件	c=1 d=0.00386807 t=2043
yong lai 	用來	c=1 d=0.000164106 t=2043
yong shen me 	用什麼	c=1 d=0.000395642 t=2043
yong tu 	用途	c=1 d=0.360595 t=2043
yong zhe ge 	用這個	c=3 d=0.790593 t=2043
you 	有	c=9 d=0.171572 t=2043
you 	由	c=1 d=0.316637 t=2043
you dian 	有點	c=0 d=0.00128424 t=2043
you dian duo 	有點多	c=1 d=0.0129068 t=2043
you duo da 	有多大	c=1 d=0.0203434 t=2043
you hua 	優化	c=3 d=0.000857172 t=2043
you hua yi xia ma 	優化一下嗎	c=1 d=0.000181365 t=2043
you kong 	有空	c=0 d=0.0951229 t=2043
you mei 	優美	c=1 d=0.00017956 t=2043
you mei you 	有沒有	c=3 d=0.0101183 t=2043
you shen 	有神	c=1 d=0.0473589 t=2043
you shen me 	有什麼	c=2 d=0.00845821 t=2043
you xiang 	郵箱	c=2 d=0.0233974 t=2043
you xie 	有些	c=3 d=0.0384443 t=2043
you yi 	右移	c=1 d=0.00660453 t=2043
you yi lu 	有一路	c=1 d=0.000236397 t=2043
you yu 	由於	c=2 d=0.9471 t=2043
yu 	域	c=0 d=0.0241714 t=2043
yu 	於	c=2 d=0.24546 t=2043
yu dao 	遇到	c=1 d=5.01747e-05 t=2043
yu ju 	語句	c=1 d=8.35555e-05 t=2043
yu yan 	語言	c=4 d=0.0024358 t=2043
yuan 	原	c=1 d=0.000267872 t=2043
yuan ben 	原本	c=2 d=0.00142466 t=2043
yuan cheng 	遠程	c=1 d=0.00040672 t=2043
yuan cheng lu xiang 	遠程錄像	c=1 d=0.00036159 t=2043
yuan lai 	原來	c=1 d=0.000636198 t=2043
yuan yin 	原因	c=2 d=0.878095 t=2043
yun dong 	運動	c=1 d=0.000816895 t=2043
yun xing 	運行	c=1 d=0.204948 t=2043
yun xu 	允許	c=1 d=0.034562 t=2043
zai 	再	c=5 d=0.306956 t=2043
zai 	在	c=11 d=1.9103 t=2043
zai shi 	再試	c=0 d=0.00461896 t=2043
zai shi shi 	再試試	c=3 d=0.0873441 t=2043
zai shi xia 	再試下	c=1 d=0.0464212 t=2043
zai shi yi xia 	再試一下	c=1 d=0.0837432 t=2043
zai xian 	在線	c=1 d=0.0572688 t=2043
zan ting 	暫停	c=2 d=0.000348721 t=2043
ze 	則	c=1 d=0.000254808 t=2043
zen me 	怎麼	c=6 d=0.219368 t=2043
zeng jia 	增加	c=2 d=0.000469123 t=2043
zhan tie 	粘貼	c=1 d=0.000303539 t=2043
zhe 	這	c=0 d=2.49763e-05 t=2043
zhe ci 	這次	c=2 d=0.102096 t=2043
zhe duan 	這段	c=4 d=0.0915932 t=2043
zhe duan dai ma 	這段代碼	c=1 d=0.000191619 t=2043
zhe ge 	這個	c=17 d=3.45512 t=2043
zhe ji zhong 	這集中	c=1 d=0.000251014 t=2043
zhe li 	這裏	c=1 d=0.00790705 t=2043
zhe liang ge 	這兩個	c=1 d=0.0204453 t=2043
zhe me duo 	這麼多	c=1 d=0.0020396 t=2043
zhe shi 	這是	c=6 d=1.13766 t=2043
zhe xie 	這些	c=1 d=0.0136366 t=2043
zhe yang 	這樣	c=5 d=0.154758 t=2043
zhe yang ding yi 	這樣定義	c=1 d=6.18994e-05 t=2043
zhe yang zi 	這樣子	c=0 d=1.0569e-05 t=2043
zhen 	幀	c=4 d=0.00595224 t=2043
zhen ge ge 	幀哥哥	c=2 d=0.266409 t=2043
zhen tou 	幀頭	c=2 d=0.00763539 t=2043
zhen tou 	枕頭	c=1 d=0.00301245 t=2043
zheng ge 	整個	c=2 d=0.0277472 t=2043
zheng ge wen jian 	整個文件	c=1 d=0.267135 t=2043
zheng le 	整了	c=1 d=0.000120966 t=2043
zheng que 	正確	c=1 d=0.000119762 t=2043
zhi 	值	c=4 d=0.794859 t=2043
zhi 	只	c=2 d=0.00227814 t=2043
zhi dao 	直到	c=3 d=0.567909 t=2043
zhi dao le 	知道了	c=1 d=0.0682212 t=2043
zhi hou 	之後	c=3 d=0.00332808 t=2043
zhi jie 	直接	c=4 d=0.090365 t=2043
zhi lei 	之類	c=1 d=0.000185029 t=2043
zhi ling 	指令	c=4 d=0.749627 t=2043
zhi nen 	稚嫩	c=0 d=7.33697e-06 t=2043
zhi qian 	之前	c=2 d=0.0124868 t=2043
zhi qin 	執勤	c=0 d=0.000171216 t=2043
zhi qin a 	執勤啊	c=1 d=0.00172074 t=2043
zhi xiang 	指向	c=1 d=0.0441572 t=2043
zhi xing 	執行	c=5 d=0.536755 t=2043
zhi yao 	只要	c=1 d=0.000221519 t=2043
zhi you 	只有	c=1 d=0.66034 t=2043
zhi zhen 	指針	c=14 d=4.89406 t=2043
zhong 	中	c=4 d=0.342973 t=2043
zhong du 	中毒	c=0 d=3.19102e-05 t=2043
zhong du na 	中毒那	c=1 d=0.000320701 t=2043
zhong duan 	中斷	c=1 d=0.13466 t=2043
zhong duan 	終端	c=1 d=0.0136869 t=2043
zhong duan guan 	終端管	c=1 d=0.00032718 t=2043
zhong kao 	中考	c=1 d=0.000829241 t=2043
zhong wen 	中文	c=3 d=1.71285 t=2043
zhong zhi 	終止	c=1 d=0.208045 t=2043
zhou bao 	週報	c=1 d=0.00098783 t=2043
zhou qi 	週期	c=3 d=0.825212 t=2043
zhu ce 	註冊	c=11 d=0.656865 t=2043
zhu dong 	主動	c=1 d=0.0739031 t=2043
zhu ji 	主機	c=1 d=0.00501661 t=2043
zhu yao 	主要	c=1 d=0.440432 t=2043
zhu yao shi 	主要是	c=5 d=0.128478 t=2043
zhua 	抓	c=2 d=0.0130328 t=2043
zhua bao 	抓包	c=1 d=0.0051953 t=2043
zhuan huan 	轉換	c=2 d=0.000142051 t=2043
zhuan men 	專門	c=1 d=0.0250972 t=2043
zhuang tai 	狀態	c=13 d=0.0258702 t=2043
zhuang tai re ai 	狀態熱愛	c=1 d=0.000169951 t=2043
zi dong 	自動	c=1 d=0.293758 t=2043
zi duan 	字段	c=1 d=0.0248475 t=2043
zi mu 	字母	c=1 d=0.000596161 t=2043
zi ti 	字體	c=9 d=5.64461 t=2043
zu 	組	c=2 d=0.067823 t=2043
zu dong nei cun 	組動內存	c=1 d=0.292293 t=2043
zui hou 	最後	c=0 d=0.000631391 t=2043
zui jin 	最近	c=1 d=0.0127147 t=2043
zui xin 	最新	c=1 d=0.0153752 t=2043
zuo 	做	c=2 d=0.0160089 t=2043
zuo fa 	做法	c=1 d=0.00290884 t=2043
zuo tian 	昨天	c=2 d=0.192658 t=2043
zuo yong 	作用	c=5 d=2.49951 t=2043
zuo yong yu 	作用域	c=2 d=0.499588 t=2043
